,Sentiment,User_flr,Text
2020-07-09 07:31:35,-1,1038,$WBA suspends share buybacks https://t.co/aME6u1ZYWP
2020-07-09 07:35:32,-1,1941,RT @LaMonicaBuzz: Walgreens missed on earnings. Slight beat on sales. 2020 outlook below forecasts. Dow component $WBA down 2% #premarket.…
2020-07-09 07:37:45,1,6320,"RT @RonnieMatrix: @LaMonicaBuzz @aliciawallace $WBA has good long-term plans with in-store clinics , village MD but I see the company strug…"
2020-07-09 07:53:35,-1,4895,$WBA in Downtrend: RSI indicator exits overbought zone. View odds for this and other indicators: https://t.co/wFJJE2tyXp #WalgreensBootsAlliance #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/rGDX7XenEs
2020-07-09 07:58:15,-1,162,"Ups dividend cuts jobs.  Hmm.

$WBA - Walgreens slips 3% on FQ3 miss https://t.co/vd2ZL6msKr"
2020-07-09 08:04:29,1,525,RT @IcemanTrading: $WBA EPS Beat by 30c Revenue Beat
2020-07-09 08:11:53,-1,16026,"$WBA swings to a miss on Q3, reporting net loss of $1.95 per share; ex-items $0.83 eps well short of estimates.  Results driven by a $700-$750 million sales hit in the UK, as Covid kept people out of Boots stores, and higher operating costs due pandemic safety measures. https://t.co/BDO7i0EDb7"
2020-07-09 08:22:58,1,28,@jimcramer $WBA Should I buy more at this level? Long term play?
2020-07-09 08:34:08,1,4536,$WBA raises dividend 2.2% to 0.4675. 3 Yr Div Growth +6.9%. Annual Yld 4.3% https://t.co/ndJxMO50DT
2020-07-09 08:37:42,-1,829,$WBA (-5% #premarket) swings to loss on $2 billion impairment charges at Boots UK https://t.co/OvRcTrvNqJ #earnings #markets #stocks #trading
2020-07-09 08:41:13,-1,2072,"RT @berthacoombs: $WBA swings to a miss on Q3, reporting net loss of $1.95 per share; ex-items $0.83 eps well short of estimates.  Results…"
2020-07-09 08:41:32,1,56239,"$WBA (-4.8% pre) Walgreens Boots Alliance Reports Fiscal 2020 Third Quarter Results - BW

https://t.co/YomOAtPeul"
2020-07-09 08:42:34,-1,5482,"Futures climb on better than expected job numbers, but something doesn't add up... On todays morning call

$BABA continues run on fresh upgrade

$DOCU PT upgrade

$WBA dips on earnings, but i'm BTD on this one

$REGN upgraded again

$CCL ""starting"" cruises again in august (cough)"
2020-07-09 08:43:11,-1,28643,"Very bad results + outlook at $WBA, shares -5% pre mkt. Will close more stores + shift more to digital. This is a big $PBH customer, last disclosed in Sept 2018 as a 10% customer. CEO's last comment on $WBA was Nov 2019 discussing the impact, which is now getting worse #bearish https://t.co/0r20M512uX"
2020-07-09 08:43:32,1,16026,"@VillageMD $WBA CFO James Kehoe notes  U.S. retail pharmacy delivered sequential improvement and total cost savings with continued improvement and retail performance offsetting slowdown in scripts. 
Slide shows big Covid performance divergence for Walgreens v Boots https://t.co/q7HeGxCmhb"
2020-07-09 08:44:16,1,82,"RT @TheStockGuyTV: Futures climb on better than expected job numbers, but something doesn't add up... On todays morning call

$BABA continu…"
2020-07-09 08:46:13,1,16026,"@VillageMD $WBA Interesting that retail gross margins in UK were down much more -- due to higher fulfillment costs that accompanied the big shift to online 
, despite British government offsetting higher Covid safety costs"
2020-07-09 08:46:54,1,3256,"RT @7moderates4ame1: @DeItaOne This is just he beginning of earnings season. Between $PAYX, $BBBY, and $WBA...not a good start."
2020-07-09 08:51:09,-1,16026,"@VillageMD $WBA Q3 prescriptions were very much front-loaded in March...
On retail... gross margins plunged... as consumers shifted to lower-margin purchases 
note a 34% decline in photo sales https://t.co/zhbQHvm6ql"
2020-07-09 08:53:18,-1,16026,@VillageMD $WBA CFO: UK had a more stringent lockdown....  Boots premium beauty counters were closed for 10 weeks... most opticians closed -- represent a $500 B sales business https://t.co/rgKfNf3EmG
2020-07-09 08:57:34,-1,16026,@VillageMD $WBA CFO: have decided to suspend share repurchase program... but will continue with anti-dilutive share repurchases
2020-07-09 09:01:49,-1,954,"My best ideas for today's open: $NCLH (long biased, gapping up with $RCL &amp; $CCL which is set to resume cruises next month), $WBA (short biased, gapping down from a daily consolidation on poor earnings news) &amp; $SPCE (long biased, market play, no fresh news but high short float%)"
2020-07-09 09:03:03,1,563,Kiss $WBA goodbye. Strong sell from Gramps. https://t.co/zMX9QZBhK8
2020-07-09 09:05:11,-1,563,$wba losing steam before covid. I see a 24-26 handle as it tests support maybe. https://t.co/1Yq8X5skL2
2020-07-09 09:05:34,-1,461,"$WBA bad earnings short below 40, $BBBY bad earnings short below 9, $FSLY downgrade short below 92, $FDX ready to break higher long above 160, $CSCO upgrade long around 46 or above 47, $SHLL sympathy bounce play, $Airlines long swing if they setup."
2020-07-09 09:06:19,1,66,"RT @elingford: My best ideas for today's open: $NCLH (long biased, gapping up with $RCL &amp; $CCL which is set to resume cruises next month),…"
2020-07-09 09:08:21,1,4,"RT @Kant_sleep: Good morning, here's my watch list,

Gap Ups: $BABA, $BIDU, $CRWD, $DADA, $DOCU, $DSS, $HELE, $KC, $KWEB, $LCA, $LVGO, $NKL…"
2020-07-09 09:08:56,1,62,"Walgreens $WBA was up to $43 after hours until news of cutting jobs broke and is now trading around $40.5.  
Hasn’t seen these numbers since early May. 
Mid $40 seems to be a big level of residence though in the past. 
Moves at open should be interesting woof"
2020-07-09 09:13:28,1,57,"I'm not a good trader, I'm a good investor.  But if you're looking for a good trade, $CVS being down because of bad numbers from $WBA is an opportunity for $CVS, since $CVS is a much different business now that it has Aetna."
2020-07-09 09:16:16,1,45317,"$WBA ""Trade Idea 2: Buy the July 10 Expiry 43/45 Call Spread and sell the July 10 Expiry 40 Put for $0.35."" watch puts, may need to BTC or roll down and out"
2020-07-09 09:19:45,-1,282,"Walgreens $WBA halted its share buyback program and said it plans to cut 4,000 jobs after reporting worse-than-expected third-quarter figures.

Read more: https://t.co/dzpefmuHPz

#Walgreens #loss 

🎥 @BNNBloomberg https://t.co/sRqUUZlO02"
2020-07-09 09:20:46,1,344,"RT @TeckAnalytics: Target for best Buy Signals
$TSLA
$NVDA  $MU
$AMZN $MSFT
$BABA $NFLX
$ADBE #FF $AXP $IBM $CSCO $CVX $INTC $DD $DIS $MCD…"
2020-07-09 09:21:03,1,16026,"@VillageMD @LabCorp $WBA COO: seeing a recovery in Rx.. though encouraging still not predictable...  says that partnership with VillageMD went extraordinarily well in Houston pilot.. says continue with $UNH and others.. ""We believe we'll have to have more partners than just one"""
2020-07-09 09:22:14,1,31,"RT @TeckAnalytics: Target for best Buy Signals
$TSLA
$NVDA  $MU
$AMZN $MSFT
$BABA $NFLX
$ADBE #FF $AXP $IBM $CSCO $CVX $INTC $DD $DIS $MCD…"
2020-07-09 09:22:51,1,24826,"$WBA: Walgreens Boots Alliance also details reorganization actions that will impact more than 4,000 positions (7% of... https://t.co/RWbhd0qJ0L"
2020-07-09 09:23:44,-1,1936,"Walgreens Boots Alliance $WBA Releases Quarterly Earnings Results, Misses Estimates By $0.36 EPS  https://t.co/BCAb21DNs9"
2020-07-09 09:26:08,-1,269,Once again $WBA drags down $CVS.
2020-07-09 09:30:23,-1,413,"Europe Mixed, Asia Up &amp; US To Open Up, World Coronavirus Cases 12.05M (US Cases 3.05M), US Weekly Jobless Claims 1.31M, Brooks Bros. Bankruptcy, $WBA Misses (Guides Lower &amp; 4K Layoffs), S&amp;P to open 3175, Gold $1821, Silver $19.35, 10yr yield 0.65, Dollar (DXY 96.35), Oil $40.50"
2020-07-09 09:32:41,-1,501,$WBA never fails to disappoint. What a pos.
2020-07-09 09:33:03,1,3741,"$AAPL, $MSFT, $WBA Thursday's Market Minute: Big Tech Gains Lead Stocks… Again - https://t.co/JbtNfKMruw"
2020-07-09 09:33:17,-1,150,"$WBA weak on open, $ROKU strong. Neither are surprising. Let's see if they can hold their moves"
2020-07-09 09:34:03,1,344,"RT @BenzingaMedia: $AAPL, $MSFT, $WBA Thursday's Market Minute: Big Tech Gains Lead Stocks… Again - https://t.co/JbtNfKMruw"
2020-07-09 09:39:50,-1,16026,"@VillageMD @LabCorp $WBA opens at the lows of the morning, the biggest drag on $NDX (which extends further into record territory thanks to $AMZN $MSFT and new high for $AAPL ) https://t.co/WHjOvNg75d"
2020-07-09 09:42:19,-1,204,"$WBA down 5.98% on disappointing earnings
They've been:
$AMZN'd with pill pack
$COST with their pharmacy
$WMT'd with their pharmacy
and many grocers in the game with GoodRX providing transparency.
@CNBC"
2020-07-09 09:48:14,1,78,"Fox Business @FoxBusiness misrepresents the reason Walgreen's $WBA is down today - stating people staying away due to doctors' offices closed. 

FALSE - the decline in sales was almost all due to shutdowns in international markets. $WBA looks like a buy due to valuation... https://t.co/JzbWnU3dGe"
2020-07-09 09:57:36,-1,6990,RT @LaMonicaBuzz: Walgreens missed on earnings. Slight beat on sales. 2020 outlook below forecasts. Dow component $WBA down 2% #premarket.…
2020-07-09 10:43:33,-1,2014,"WOW $WBA. Off my game today did not have great night sleep &amp; it showed in my trading. Many opportunities on $WBA. Fist trade was good, second trade so late to the party, did not react quick on entry. Because of bad entry could not enjoy the amazing move down to 38.47! now wow! https://t.co/MCadyIQSOA"
2020-07-09 10:45:54,-1,195,"This $WBA report isn't pretty. The company stayed opened during the pandemic, and was a go-to spot. The only good news is that most of their weakness was in the U.K., as U.S. sales rose 3%. But, they are still struggling which may be a bad sign for their industry."
2020-07-09 10:51:01,-1,403,"Nice day today traders, $ROKU SL1 long setup, 1:1 R, wide stop, swllling into the push at the open. $WBA SPF short setup, 2:1 R trade. CHARTS 📈📉👇🏾 https://t.co/Sis87INAum"
2020-07-09 10:53:35,-1,1186,"@MoneySavvyMind Not useful, but $WBA getting hammered today! Down almost 9% on news

@TheeFinanceGuy would you buy?"
2020-07-09 10:53:51,-1,27912,"RT @melissa_repko: Walgreens swings to a loss in its fiscal third quarter because of the pandemic. It will cut more than 4,000 jobs in the…"
2020-07-09 11:00:07,-1,7085,"Walgreen Co, $WBA, is down 8.6% - https://t.co/s2JBh53Oy6"
2020-07-09 11:05:44,-1,2076,"Sitting on these😍 
$ALT ( Out at 21)
$BGFV at 2.61 (+30%)
$DSS at 7.88 (+27%)
$NNVC At 7.94 (Even)
$TSLA at 1377 (+17 points)
$WBA at 38.35 (+1.30 points) 
Very minimal losses today on a $ROKU short. Everything else was picture perfect 😋 All my plays called out @TheTraderMoes https://t.co/X920eILACC"
2020-07-09 11:09:12,-1,58,It looks messy but it was profitable. Took $WBA short on the pullback as it looked weak. Went short again when it held the $39.4 level and added a few times when it broke the TFL. sold when heavy vol started to push it up. Green for the entire ride. #BearBullTraders #BBTFamily https://t.co/7DghP8BrWR
2020-07-09 11:21:37,-1,742,"$WBA canceled share buybacks. Foot traffic way down, but online is beginning to pick up. Still, costs added on for store cleanings and disinfecting is cutting into profits as well:

https://t.co/kpvkURVRj8"
2020-07-09 11:30:12,1,18,@jimcramer any thoughts on $WBA seems like a buy
2020-07-09 11:39:41,-1,15,@RealJohnny_Cage @NorthmanTrader Is the market looking at that $WBA miss today and thinking maybe the Fed's speed injection wasn't enough to bridge the gap? https://t.co/AZp6rt4CM0
2020-07-09 11:45:45,1,3630,$WBA Walgreens Boots Alliance Inc. Option Order Flow Sentiment has Shifted from Bullish to Bearish. https://t.co/NbA1Kfe28H
2020-07-09 11:54:55,-1,1701,For long term investors $WBA shares not a bad idea here. Stop close under 36. Target $45 in couple months.
2020-07-09 12:15:04,1,375506,"$WBA could usually be shorted, but in an optimistic market like this, I wouldn't chance it, @JimCramer said https://t.co/IMkx6A7PQY"
2020-07-09 12:16:25,1,37,"RT @MadMoneyOnCNBC: $WBA could usually be shorted, but in an optimistic market like this, I wouldn't chance it, @JimCramer said https://t.c…"
2020-07-09 12:18:26,1,86,$WBA Walgreens Boots Alliance Reports Fiscal 2020 Third Quarter Results https://t.co/oE5HjZywkC
2020-07-09 12:23:51,1,15385,"Walgreens $WBA getting hit hard from COVID-19. Speaks to the benefits of owning a health insurer, as $CVS maintained its outlook despite similar retail issues. Health insurers can always grow earnings!                                https://t.co/vu29TJOiBb via @UnhedgedApp"
2020-07-09 12:24:37,1,2248,"RT @QuisitiveInvest: Walgreens $WBA getting hit hard from COVID-19. Speaks to the benefits of owning a health insurer, as $CVS maintained i…"
2020-07-09 12:43:14,-1,1105,"Walgreens $WBA lost $1.7b, #covid cost the company $700m-$750m in sales
📌Sales at Boots stores dropped 85%
📌Non-cash impairment charge of $2b fm Boots operating losses
📌potential 4k job cuts
📌earnings 83¢/sh

#investing #investments #stocks #invest
 https://t.co/5v43sgiO9v"
2020-07-09 12:45:17,1,25,$WBA - Walgreens Boots raises dividend by 2.2% https://t.co/qKeJx96Os0
2020-07-09 13:01:02,1,160,"$WBA - confident to raise their dividend(which makes sense, b/s is good and they are still generating nice FCF) but then stopping their share buyback w/stock trading at a single digit P/E ratio(8 year low)

Why should I buy their stock if they won't?

https://t.co/ed5FyyJ2uy https://t.co/QVhEky38q6"
2020-07-09 13:14:31,1,246,$WBA buying some of this POS ...
2020-07-09 13:16:38,-1,405,$WBA really had decent earnings... except their UK division which was forced to shutdown. Cash flow increased year over year too...
2020-07-09 13:17:26,-1,5540,"Walgreens Reports Lower Q3 Earnings, Suspends Buybacks

“Walgreens Boots Alliance $WBA missed Wall Street’s earnings forecast for the third quarter of fiscal 2020, which ended on May 31.”

#walgreens #covid19 #buybacks
https://t.co/apgNCqKUkh https://t.co/FoVklAFSZR"
2020-07-09 13:31:47,1,700,"Wow not a good day for my portfolio. I’m down -3.33% for the day, but $WBA are still going strong and raising their dividends by 2.2%! #stocks #finance #money #wealth #business #dividendincome #investment"
2020-07-09 13:43:03,-1,1808,"$WBA: Adverse sales impact of approximately $700 million to $750 million, almost entirely from the company's non-U.S. businesses - FY3Q Press Release US Retail Pharmacy +1.9% comps (June +5% - Presentation), Boots UK -48.0% comps, Full Year Adjusted EPS Guidance $4.65-$4.75"
2020-07-09 13:52:04,1,3836,"$WBA stock trading volume up by +171.95% | 19,222,135 vs 7,068,137 
 https://t.co/2wikeE3NOE"
2020-07-09 13:58:20,1,44,$WBA is a buy https://t.co/SpthdDS38u
2020-07-09 14:00:02,1,9533,RT @LaMonicaBuzz: #StupidStock Move of the Day! Walgreen earnings were not good but a lot of that had to do with UK/international operation…
2020-07-09 14:32:53,1,534,"Shouldn’t have gone in so strong on $WBA today - in total 80 shares with a yield of 4.8% but there are other, higher quality stocks out there and also undervalued"
2020-07-09 14:40:33,1,3836,"$WBA stock trading volume up by +199.67% | 21,180,982 vs 7,068,137 
 https://t.co/2wikeE3NOE"
2020-07-09 14:48:05,1,605,"RT @MadMoneyOnCNBC: $WBA could usually be shorted, but in an optimistic market like this, I wouldn't chance it, @JimCramer said https://t.c…"
2020-07-09 15:30:51,-1,280,$WBA My option values FINALLY fell enough that I could start managing the spread. I DOUBLED up just now. :D  Bring it on...I always dare the market to bring my options down..But I also have the discipline to ONLY start DCAing when a nice material loss happens vs rushing into it
2020-07-09 15:56:14,-1,78,"Stephanie Link @CNBC  was dismissive of Walgreen's $WBA, stating that their online sales are not going well.

Au contraire mon frère! 

Stephanie did not listen to the conference call. $WBA sales down on UK lockdown while online sales grew. https://t.co/Cbr48AvRxZ"
2020-07-09 16:11:52,1,1402,$WBA / Walgreens Boots Alliance files form 10-Q https://t.co/UtiQ2UhSeY
2020-07-09 16:32:25,-1,222,"Walgreens Boots Alliance, Inc. $WBA

Profit down -13% to $6.44B YoY.

COGS was up 3% ($28.19B) YoY.

Language vs Pharmaceutical Retailers:
18.41% more negative
3.69% more uncertainty

https://t.co/BI5y4jyyfi"
2020-07-09 17:02:28,1,45,"@LaMonicaBuzz Oh, I saw it. $WBA
Yeah, once the leader of the pharmaceutical drugstore pack just not got the new growth drivers of drive-thru prescrip pick up fame.

But Rite Aid, wow from 5.31 8/23/19 to tipping $20 New Year's time. 

200% up then &amp; 175% $RAD now."
2020-07-09 17:04:16,1,1,"Got to address #Walgreens #valuestock pick from Monday. $WBA down 7.76% today after ER. 86% less foot traffic at Boots in UK due to COVID. The good news, US comparables up 3%, #dividend increased 2.2% and strong financial footing. Mr. Market is handing you a 4.69% dividend yield"
2020-07-09 17:06:38,-1,911,RT @ValueStockBull: Got to address #Walgreens #valuestock pick from Monday. $WBA down 7.76% today after ER. 86% less foot traffic at Boots…
2020-07-09 17:19:32,1,344,RT @VolumePrintcess: Great day for the Whispers! Download our Dark Pool app and tomorrow's hottest trade set ups BEFORE the market opens ht…
2020-07-09 17:51:58,-1,817,"RT @SoloTrader1027: Nice day today traders, $ROKU SL1 long setup, 1:1 R, wide stop, swllling into the push at the open. $WBA SPF short setu…"
2020-07-09 17:52:14,-1,10,"RT @SoloTrader1027: Nice day today traders, $ROKU SL1 long setup, 1:1 R, wide stop, swllling into the push at the open. $WBA SPF short setu…"
2020-07-09 18:06:05,-1,6320,"RT @SoloTrader1027: Nice day today traders, $ROKU SL1 long setup, 1:1 R, wide stop, swllling into the push at the open. $WBA SPF short setu…"
