,Sentiment,User_flr,Text
2020-07-09 12:34:18,-1,344,"RT @IliketotweettoU: When There's Problems You Gotta Get To The Root Cause

$aapl $amzn $abbv $brk $ba $bhc $crm $cmg $dis $f $ge $gm $hlf…"
2020-07-09 12:40:43,1,23398,"RT @OfficialMining: Uncertain Politics &amp; #COVID19 #Coronaviurs Push Gold Higher  and There’s No Sign It’ll Stop Soon

$AYTU $ULTA $IPAR $EL…"
2020-07-09 12:43:52,1,12985,$WMT strong buying even on this red day https://t.co/OV3ucZZdrw
2020-07-09 12:44:13,-1,22,"@RevShark @msumak @GinSecurities $BFYT that $WMT story is the latest in the moving target that is the short narrative, but if anything it's a motivation toward consolidating and growing market share.  Changes nothing for SR prospect other than increases drive toward grabbing market share."
2020-07-09 12:45:29,1,75,How many times must I say it. $WMT is now a tech stock— but their bubble accordingly. Look at it outperform $SPY and $VXX and the official announcement won’t even come for another day or two.
2020-07-09 12:50:05,1,4024,"$wmt good swing play though, may go to 128.36"
2020-07-09 12:53:01,1,1701,$WMT pretty confident over $130 soon. Our September calls should pay well.
2020-07-09 12:53:52,1,13368,@pindento @msumak @GinSecurities How can $WMT as a competitor be a positive unless you are doing a deal with them?
2020-07-09 12:54:58,1,731,$WMT up 2% near morning high
2020-07-09 12:57:01,1,89,"12:53 ET $WMT Jul17 130 calls 25,193 volume 

27,466 open interest at that strike

Will update when OI resets Fri @ 9:15 ET

Would be wild bullish if those are additions to OI

$SPY $GLD $SLV"
2020-07-09 13:01:31,1,9920,"@TraderCT I'll take it. It has been speculated for long time. That said, $WMT just did sell Vudu. Could be non-core and looking to reinvest. It is $WMT only real way of entering the streaming space at scale and catch up to $AMZN."
2020-07-09 13:02:55,1,168,"$WMT market capitalization 356 billion after Walmart+ it can easy double like similar to $AMZN 

Any thought? @CNBCFastMoney"
2020-07-09 13:32:44,-1,432,"Now, the second wave and permanent job losses. This week we saw $Levi lay off 700 workers, $WMT cut 20% of its head office workers, #HOG cut 700 employees and $BBBY close 200 outlets."
2020-07-09 13:36:14,1,23,$WMT Great place for price to be. .618 above and .50 and pivot below. Hoping we push above the.618 and go a little more. Working on a take profit stop. https://t.co/VaZg3a2xAd
2020-07-09 13:52:07,1,406,$wmt stop screwing around hit 128
2020-07-09 14:17:36,-1,588,"@johnscharts @T66476371 @pawan1234o 
$WMT, late entry. Long Jul17 130 Calls at 1.38. Like the big Vol. https://t.co/wab98rC4m0"
2020-07-09 14:27:22,1,1239,"$CRM we got out at flat, the SAP good news didn't cross the continent
$WMT up another 230bps today 
$TWTR is our second single name exposure, up a lil bit but not much. we think both of those stocks have a lot of appreciation to do if the news catch on. https://t.co/6zvWqCbXyy"
2020-07-09 14:42:32,-1,536,$QQQ very impressive. Even the slightest dips get bought. Shows strong demand to own the very best assets in the world. $AMZN +5% since that silly $WMT Prime competitor dip 2 days ago. $FB +12% since the ‘boycott’ dip 2 wks ago. These platforms are invincible and worth much more.
2020-07-09 14:42:55,-1,4,"Dow - (-1.25%)
NASDAQ - + .40%
S&amp;P500 - (-.56%)

Me - + 3.59%. Keep it up baby!

Thank you $NIO $TXAC $SHLL $WMT

#Market started to tank the minute that unfavorable #SCOTUS decision came out. Something to think about come election time. Time to #mitigaterisk https://t.co/EZZodo6Fb7"
2020-07-09 14:44:53,-1,160,@NickdrisElba My guess is maybe because of the $WMT news this week (prime like product + faster delivery ability) - going to put some more pressure on grocers in general....also weak retail results out of the likes of $BBBY $WBA $LEVI this week just to name a few.
2020-07-09 15:08:49,1,62,"RT @RihardJarc: IMPORTANT LESSON from the 1st lockdown: 

The waves of buying “Stay At Home Stocks.”

1. wave: Buying ""pure"" stay at home s…"
2020-07-09 15:12:25,1,6320,"RT @RihardJarc: IMPORTANT LESSON from the 1st lockdown: 

The waves of buying “Stay At Home Stocks.”

1. wave: Buying ""pure"" stay at home s…"
2020-07-09 15:13:12,1,129,"RT @RihardJarc: IMPORTANT LESSON from the 1st lockdown: 

The waves of buying “Stay At Home Stocks.”

1. wave: Buying ""pure"" stay at home s…"
2020-07-09 15:13:53,-1,366,$WMT closed out my remaining 126 calls from this morning 1.16-2.30 :)
2020-07-09 15:15:11,1,51,$wmt killed it today @timothysykes
2020-07-09 15:45:35,1,406,$wmt back to 128 and I will just say lucky not good
2020-07-09 16:04:36,1,6060,$WMT excellent close
2020-07-09 17:04:10,1,344,"RT @MinteractApp: Thursday's Top Flow in #StockMarket, Buy Flow and Sell Flow $IWM $FB $TLT $EEM $GOOG $GOOGL $VOO $CSCO $GDX $HYG $SPY $MS…"
2020-07-09 17:28:41,1,351909,Has Walmart gotten too expensive? @karenfinerman on whether $WMT could soon hit a wall https://t.co/CwikE0XoO4
2020-07-09 17:31:00,1,630,Got in $WMT 110 shares. Big money is buying in + option volume increase.
2020-07-09 17:41:01,1,51,"$WMT great support at 127.5, expect some upward momentum from her"
2020-07-09 17:55:39,1,16,"$WMT - Credit Suisse data suggests strong initial interest in Walmart+. According to a CS survey of 1,000 US consumers, 61% said “yes” or “maybe” to subscribing to Walmart+,  despite the lack of details. Seems like an opportune time for Walmart+.
https://t.co/cbOJ8Nfij6 @Walmart https://t.co/cXxaiWYkv2"
2020-07-09 18:23:08,1,2,RT @CNBCFastMoney: Has Walmart gotten too expensive? @karenfinerman on whether $WMT could soon hit a wall https://t.co/CwikE0XoO4
2020-07-09 18:39:14,1,406,$wmt great day out 128.65
