,Sentiment,User_flr,Text
2020-07-09 06:50:47,-1,4837,"Well they pushed $BABA 9% higher.  Even if it was fast money, I think the people who's buying $BABA wont lose money until they push Alibaba towards 300 bucks :)  At 200 it was a goddamn laggard that needed to rise just to value the cloud and ecommerce businesses APPROPRIATELY. https://t.co/SB4W7XST7w"
2020-07-09 06:57:55,1,2456,$BABA Needham Initiates Coverage On to Buy : PT $275.00 https://t.co/0yIScPbOUX
2020-07-09 07:14:26,-1,1,RT @Pharmdca: Short term account moving towards $1Million mark (currently 830k plus) from 50K. Lots of changes that helped me with such gai…
2020-07-09 07:22:51,1,24826,$BABA: Needham starts at Buy
2020-07-09 07:25:25,1,1628,"@muddywatersre @ttmygh @SEC_News Thank you!!!! BTW - look at the overnight pumps of $PDD, $YY, $Baba,etc., 
Pump into open, USA FOMO jumps in - by noon CCP bails out - rinse &amp; repeat."
2020-07-09 07:45:13,1,3,$BABA best stock right now 😄😄
2020-07-09 07:46:45,1,11226,$BABA Alibaba  Rated New Buy at Needham; PT $275
2020-07-09 07:47:40,1,1040,RT @pharris667: $BABA Alibaba  Rated New Buy at Needham; PT $275
2020-07-09 07:47:44,1,749,RT @pharris667: $BABA Alibaba  Rated New Buy at Needham; PT $275
2020-07-09 07:55:39,1,3153,RT @pharris667: $BABA Alibaba  Rated New Buy at Needham; PT $275
2020-07-09 07:59:25,1,525,RT @pharris667: $BABA Alibaba  Rated New Buy at Needham; PT $275
2020-07-09 08:05:27,1,65,Morning all! Looks like another green day! Looks like $nkla $nio &amp; $baba all headed for great days! Hope you all have fantastic results this fine Thursday! #nkla #baba #plug #nio https://t.co/RgTEsoUEOE
2020-07-09 08:11:17,1,1855,"Early Look:

$BABA +3.7% Extending Wednesday's gains after announcing ANT spinoff

 $NIO +6.68% 500m shares traded yesterday, first red day in seven the group active again this morning

$BBBY -7.78% Earnings miss

Join us at 9am!

https://t.co/Vdlxj2fpB1"
2020-07-09 08:17:46,1,219,"$pdd $baba trading now all-time high , the problem is  many #hedgefunds working for #China #middleman , should ban trading in US because of  , fake numbers ! but hey who cares $baba is up another $9 today #LOL"
2020-07-09 08:18:42,1,1290,"$BABA another premarket pump 

I sold my last piece here +52 points ✌️  

#next https://t.co/1dXpO0Ow7V"
2020-07-09 08:21:48,1,213,Needham inicia $BABA con BUY y PO $275.
2020-07-09 08:27:22,1,494,No one wanted to own $BABA at 190 now after 70 straight points higher Needham slaps a buy on it. Have to love it.
2020-07-09 08:35:02,1,882,$baba I’m up 200% overall and 80% 1 year but now needham initiates a buy🤔most of these Wall Street upgrades &amp; recommendations are a joke https://t.co/eXWzwgeY50
2020-07-09 08:41:44,-1,3,Sold my $BABA 7/17 240c and 250c while price was at 245 yesterday at open. Premarket now sitting at 267 and I've missed thousands on that trade.
2020-07-09 08:52:11,1,2158,$BABA up big in premarket #BABA calls we have are gonna fly! More gap up on our gap up trade thesis! $BIDU #BIDU
2020-07-09 08:56:17,1,551,"$BABA is a China-based company so very risky. Nonetheless, they are booming but be careful nonetheless if you choose to play."
2020-07-09 08:57:27,-1,56239,"$BABA (+3.6% pre) Needham &amp; Company Starts Alibaba (BABA) at Buy, Adds to Conviction List, $275 PT

https://t.co/CGOv1E4Zin"
2020-07-09 08:59:22,-1,2854,"RT @OpenOutcrier: $BABA (+3.6% pre) Needham &amp; Company Starts Alibaba (BABA) at Buy, Adds to Conviction List, $275 PT

https://t.co/CGOv1E4Z…"
2020-07-09 09:01:28,-1,29,"RT @OpenOutcrier: $BABA (+3.6% pre) Needham &amp; Company Starts Alibaba (BABA) at Buy, Adds to Conviction List, $275 PT

https://t.co/CGOv1E4Z…"
2020-07-09 09:01:58,1,538,"$BABA to those 270 call buyers yesterday , hats off to them. good load up there. no we missed it"
2020-07-09 09:03:11,1,14071,"$BABA has a new buy rating from Needham with a $275 target

at the rate its going it may hit that target today !"
2020-07-09 09:05:40,1,18550,"Good morning!

$SPX up 4 pts, needs to continue to base over 3154 to set up for a move to 3182

$AMZN up almost 40 pts premarket. looks like it can make a run towards 3200

$BABA big winner, up another 10 pts today.. let's see if it can run to 274 next

Good luck everyone! 😁"
2020-07-09 09:07:11,1,110,"RT @EliteOptions2: Good morning!

$SPX up 4 pts, needs to continue to base over 3154 to set up for a move to 3182

$AMZN up almost 40 pts p…"
2020-07-09 09:11:17,1,233,"RT @EliteOptions2: Good morning!

$SPX up 4 pts, needs to continue to base over 3154 to set up for a move to 3182

$AMZN up almost 40 pts p…"
2020-07-09 09:12:40,1,2691,"$BABA Needham Initiates Coverage On Alibaba Group Holding with Buy Rating, Announces Price Target of $275, Adds to Conviction List (BZ wire). if BABA can break through 270 I would consider going long on it into 280, 292, and 300."
2020-07-09 09:13:45,1,64,$BABA!!!! ANOTHER STRONG MORNING https://t.co/HsREOPntPp
2020-07-09 09:17:23,1,439,"RT @EliteOptions2: Good morning!

$SPX up 4 pts, needs to continue to base over 3154 to set up for a move to 3182

$AMZN up almost 40 pts p…"
2020-07-09 09:17:29,1,996,"@dirtbats @StockJabber @Carson_C_Block No, you trust that $BABA has a strong balance sheet. You don’t actually know if any line item on their balance sheet is true.

https://t.co/LAXrHeZc0z"
2020-07-09 09:18:35,1,219,"RT @EliteOptions2: Good morning!

$SPX up 4 pts, needs to continue to base over 3154 to set up for a move to 3182

$AMZN up almost 40 pts p…"
2020-07-09 09:22:30,-1,10082,"RT @TradenetAcademy: New Weekly Jobless Claims Data | Record Spikes In Hong Kong And Tokyo: https://t.co/ZZl1fZh9PI

$WBA, $CCL, $SIX, $CSC…"
2020-07-09 09:25:03,1,8799,"$COST - PT raise to $298 at Deutsche Bank
$SQ - Downgrade at Cowen &amp; Co.
$BYND - PT raise to $105 at UBS
$BABA - PT raise to $275 at Needham
$REGN - Upgrade at SunTrust Robinson Humphrey"
2020-07-09 09:26:21,1,108,"RT @rachels_44: $COST - PT raise to $298 at Deutsche Bank
$SQ - Downgrade at Cowen &amp; Co.
$BYND - PT raise to $105 at UBS
$BABA - PT raise t…"
2020-07-09 09:26:35,1,40,$BABA is in rocketship parabolic mode. News of their Ant Fiancial IPO couldn’t have come at a better time for the rip your face off rally to continue.
2020-07-09 09:32:22,1,35,"RT @rachels_44: $COST - PT raise to $298 at Deutsche Bank
$SQ - Downgrade at Cowen &amp; Co.
$BYND - PT raise to $105 at UBS
$BABA - PT raise t…"
2020-07-09 09:32:48,1,192,RT @pharris667: $BABA Alibaba  Rated New Buy at Needham; PT $275
2020-07-09 09:33:01,1,3454,"$BABA so sick, great open, big gainer locked."
2020-07-09 09:33:24,-1,3454,$BABA I'd look at accumulate dips today.
2020-07-09 09:34:30,-1,269,Taking more profits in $BABA.  I hate too but $BABA could be down 10% on trade news. 🙄
2020-07-09 09:37:36,1,5736,$BABA call buying again...when is this stopping?
2020-07-09 09:38:27,1,90,RT @stevekavdc: $BABA call buying again...when is this stopping?
2020-07-09 09:39:20,1,2899,$BABA nonstop call buying again $1M buy for next week https://t.co/SBx0CVW83T
2020-07-09 09:42:59,-1,927,"covered remaining $BABA 262.55

easy no stress trade! https://t.co/5djyQQNm9S"
2020-07-09 09:51:24,-1,914,"RT @alpepinnazzo: Reuters ""Sources"":🇨🇳  Chinese #banks prepare contingency plans over threat of US sanctions, including loosing access to U…"
2020-07-09 09:52:45,1,480,"RT @MadsC007: $SFTBY
Increased today. 
1. $BABA run is increasing discount.
2. Good newsstream about Arm
3. Vision fund PF benefitting from…"
2020-07-09 09:56:19,-1,3454,$BABA defended the red plunge.
2020-07-09 09:56:35,1,18,$BABA rip higher premarket with a massive reversal right at a key fib level. Still up modestly from yesterday. https://t.co/krq2OtG8yD
2020-07-09 09:57:53,-1,24732,$BABA is the gift that keeps giving. nice job needham helping w/ a short term top as well... ;) https://t.co/wX5En4IIiJ
2020-07-09 09:59:09,1,368,RT @pharris667: $BABA Alibaba  Rated New Buy at Needham; PT $275
2020-07-09 09:59:17,1,5,@seyedoption $baba return up
2020-07-09 10:03:40,1,344,RT @IqResearch: Q BioMed (QBIO) up after CEO’s interview. Says firm’s drug hitting markets ahead of schedule. $AAPL $NFLX $MSFT $SPX $FB $U…
2020-07-09 10:04:45,1,576,$BABA keeps going up https://t.co/UxHf3EAAAb
2020-07-09 10:06:13,1,3458,"RT @MadsC007: $SFTBY
Increased today. 
1. $BABA run is increasing discount.
2. Good newsstream about Arm
3. Vision fund PF benefitting from…"
2020-07-09 10:16:07,1,735,"Looks like we're going for 10-20X on these.
$BABA 260C already hit 14.89 from 2.40 (&gt;6X or 500%) 👊🤑💪💪💪 https://t.co/8oA50p1eDp"
2020-07-09 10:20:52,1,74,"RT @rachels_44: $COST - PT raise to $298 at Deutsche Bank
$SQ - Downgrade at Cowen &amp; Co.
$BYND - PT raise to $105 at UBS
$BABA - PT raise t…"
2020-07-09 10:21:24,1,508,$BABA nice buy off the sell off into support around $259 with a nice trade to $262 lets see if that $258/$259 holds with $SPY selling off
2020-07-09 10:28:15,-1,27244,"@Venado_0320 @TESLAcharts @muddywatersre He does it.  @muddywatersre says he'd likely believe sophisticated investors who have said for years that $BABA is a fraud over enablers who say it isn't. China companies don't get benefit of doubt, ""Why would they commit fraud?""  Instead question is, ""Why would they tell truth?"""
2020-07-09 10:29:49,1,13383,"SEC round table Ryan LaFond says we have to be careful about blanket statements regarding China-based companies all being problematic or bad using Alibaba $BABA as an example of an excellent company. Gee Ryan, you mean as in no accounting issues? Next...please stop taking now."
2020-07-09 10:31:20,1,187,@squawksquare how about $BABA with blockchain track-trace innovation and new price targets...
2020-07-09 10:35:18,1,344,"RT @IQStockAlerts1: Q BioMed (QBIO) shares rise as markets react to bullish interview. 

$AAPL $NFLX $MSFT $SPX $FB $UBER $LYFT $COST $ADBE…"
2020-07-09 10:36:10,-1,789,If $BABA can break this triangle to the upside we might get a nice little retrace from the previous move down https://t.co/DoWqX2thiY
2020-07-09 10:39:39,-1,1678,RT @onlyyoontv: Ant denies the story but speculation rife of a #HongKong IPO for the fintech arm of @AlibabaGroup. MT @Reuters @antgroup pl…
2020-07-09 10:41:15,-1,131,$BABA if it breaks 259$ run don’t walk.
2020-07-09 10:53:05,1,1290,"$BABA sometimes you gotta take the premarket gap up gifts ;) 

going red here after +10 pm https://t.co/lTCdZ75Tcm"
2020-07-09 11:04:40,1,344,RT @ActionableAler1: Q BioMed (QBIO) rising for 2nd day after our trade alert. CEO interview has shares up on red market day. $AAPL $NFLX $…
2020-07-09 11:06:55,1,300,@canuck2usa $BABA has always been a beast. Be nice to see the price catch up to the fundamentals.
2020-07-09 11:08:19,1,24,"RT @MadsC007: $SFTBY
Increased today. 
1. $BABA run is increasing discount.
2. Good newsstream about Arm
3. Vision fund PF benefitting from…"
2020-07-09 11:09:14,1,6754,We may get a bounce here. Bought into some $NFLX $MSFT $BABA calls. May be able to make money on both sides today. May be too early though so enter with caution. https://t.co/Db613Qabz7
2020-07-09 11:09:28,1,24,RT @WallStreetYoda: We may get a bounce here. Bought into some $NFLX $MSFT $BABA calls. May be able to make money on both sides today. May…
2020-07-09 11:29:16,1,603,@WallStCynic @AF_63A3 @retheauditors @Venado_0320 @TESLAcharts @muddywatersre $BABA has so many red flags its unbelieveable...You don't really own the company...you own shares in a Caribbean based promise to pay you something...Yeah let me sign up for that...Then there are the enormous number of offshore entities...Benish score on this one is laughable..
2020-07-09 11:30:36,1,25027,"$BABA Alibaba Rises on Buy Rating Initiation From Needham

https://t.co/WDgsfzoBNX"
2020-07-09 11:56:31,-1,6320,"RT @JohnnyPuts: $baba

sorry for the late update but yes !! i really do this shit !! 

johnny ""the profit prophet"" puts !!!!

i dont always…"
2020-07-09 12:05:59,-1,867,"$SAC Starting w/ $1K on 6/8/20, goal is $25K. Reflections: Tough week as momentum swung both directions. Luckily caught several big swings $BA, $AMZN, $TSLA, $BABA. I’ve also taken some swings and missed and set account back. No more trades this week so I can end on high note! https://t.co/KR4Gl9eqtJ"
2020-07-09 12:09:54,1,4024,$baba having the beat recovery
2020-07-09 12:33:29,1,13,$BABA gap up tomorrow again $TSLA pins an inside day with a couple false dumps tomorrow to attract shorts and then gap up Monday.
2020-07-09 13:03:26,1,344,"RT @VirusVacation: ""India's #CentralBank (RBI) continues to buy $GOLD. In the last two or three years we have seen a constant increase in t…"
2020-07-09 13:15:01,-1,16297,"Pre-market Action Plan today:

$NTES ss 10pts
$BABA Pivot fail 22 5pts
$NVDA Long 7pts
$CRWD ss 3pts

https://t.co/63TBxT5R0E https://t.co/oP5Hq2pywi"
2020-07-09 13:35:38,1,2,@stoolpresidente Your welcome for $baba jumble brain. You'd still be trying to hit earnings in shitty coffee companys for all we know.
2020-07-09 13:36:09,1,248,"@saxena_puru Hi Puru, what is your take on $BABA right now? I know a month ago you talked about selling your position due to china-US conflicts. Best regards"
2020-07-09 13:42:06,1,28,"$BABA will probably finish flat for the day and open up 15 points above previous days close 🤷‍♂️ i don't make the rules , just follow the trend"
2020-07-09 13:45:09,1,440,$BABA my chart is telling me to swing baba. There should be more green tomorrow and it may be Uber green. My conservative PT is $272.33 major Pt is $286.50 https://t.co/F85oGenYq8
2020-07-09 14:28:52,-1,1371,@SenTomCotton how much of $BABA do those bad guys and their families own Mr. Cotton? you should look into that and the other CCP controlled ADR's that trade on USA capital markets.
2020-07-09 14:42:33,1,11,@NorthmanTrader $BABA even better
2020-07-09 14:45:51,-1,1225,This is all from $AMZN and $BABA options. This 1k to 100k challenge might be quicker than I thought. https://t.co/zCkOtyDikJ
2020-07-09 14:58:34,1,805,"$BABA is around ATH

On TD’s BABA news section: 

4 Reasons to BUY it right now👇🏼 https://t.co/0q7Rlmo8nA"
2020-07-09 15:02:29,1,60,$BABA setting up for an end of day run?
2020-07-09 15:04:23,-1,141,"@garjen99 I’m not a fan of any Chinese stocks. I do not trust their accounting.  I held a bunch of Chinese stocks in 2018 and 2019, expecting great things, especially $BABA.  None of it happened. My friend loved Alibaba and I loved Amazon. We argued about it.  Guess who won that one?? 😂😂"
2020-07-09 15:06:25,1,51,"RT @MadsC007: $SFTBY
Increased today. 
1. $BABA run is increasing discount.
2. Good newsstream about Arm
3. Vision fund PF benefitting from…"
2020-07-09 15:18:20,-1,32,$COST 425% everything else 40-100% TP or hold for risk *took 20% on $VXX hedge earlier* $BABA down 7% holding #here
2020-07-09 15:34:45,1,3406,"$BABA 
Initiates Coverage On Needham &amp; Company LLC Buy USD 275 
Reiterated by Nomura Buy USD 309
https://t.co/1FkSSZ31Q1"
2020-07-09 16:05:38,1,16297,"Another solid day, got to love the volt intraday $SPY has been providing. Main names today $ROKU $SPCE $LULU $ALT $BABA o/n. Great to see members stay patient &amp; have conviction to hold the runners. Pleasure to guide. #lottofriday tomorrow!
https://t.co/S9bx3TDmlo https://t.co/gsaYKFxug8"
2020-07-09 16:18:21,1,423,"$aapl $msft $amzn $goog $baba fb tsla nvda

Never seen a crazy bubble like this in my life😱😱😱

Somewhat expected going to tomorrow 🤮🤮🤮

Reminder: the harder the Manipulators pump = more desperate they want out👍"
2020-07-09 16:20:16,1,720,"$BABA pops to highest close  ever: https://t.co/qYaSkf4YXR
Sentiment: Neutral #BABA #Alibaba"
2020-07-09 16:47:52,1,8,RT @OptionFlo: $BABA nonstop call buying again $1M buy for next week https://t.co/SBx0CVW83T
2020-07-09 17:58:54,-1,18,$BABA Breaking out both on an absolute basis and relative to the s&amp;p. https://t.co/LGOyrXNSGQ
2020-07-09 18:08:01,1,6,@zerohedge Chinese ADR bubble. I don’t expect pretty much anything besides $BABA to survive. Fed can’t/won’t prop up Chinese companies.
2020-07-09 18:14:44,1,110,"$BABA ..... Boom 🤯 💥tomorrow
🚀🚀🚀🤔🤔🤔"
2020-07-09 18:15:22,1,158,Jumping Jack Ma - $BABA Gap up and test and go https://t.co/m5lO5XxIoe https://t.co/IeDIpwmbWO
2020-07-09 18:20:24,1,299,"$BABA

Alibaba - Very impressive move the last week as investors ramp up buying in Chinese names. 

The Shanghai Index is back to it's highest levels since January 2018. https://t.co/y9sXnrjUlZ"
2020-07-09 18:24:05,-1,38,RT @Pharmdca: Short term account moving towards $1Million mark (currently 830k plus) from 50K. Lots of changes that helped me with such gai…
2020-07-09 18:43:15,1,5949,"$BABA does Kim go to 300 rather easily given China pumping up the Shanghai index and the IPO of Ant Financial Group. Alibaba owns 33% of ant and its head weigh in the cloud will be a big factor in the 2020s. 

If you think C... https://t.co/BMh9BQKigj"
